topic,FREX,DS_RESUMO,document
32,"dac, cortical, memoria, fluoxetina, labirinto",aminoacido glutamina gln precursor neurotransmissores cerebrais glutamato gaba aumento disponibilidade pode modular excitabilidade cerebral objetivo deste trabalho descrever efeitos tratamento diferentes doses gln durante desenvolvimento cerebral sobre comportamento ansiedade depressao alastrante cortical dac ativacao microglia cortex ratos recem desmamados d adultos animais amamentados ninhadas 9 l9 lactacao normal 15 filhotes l15 lactacao desfavoravel 7º 27º dia vida pos natal p7 p27 filhotes machos receberam gavagem 250 500 750 mg kg dia gln grupos gln250 gln500 gln750 respectivamente grupos controles formados animais receberam veiculo agua destilada gln dissolvida gavagem animais receberam gavagem grupo ingenuo p28 p30 d p88 p90 animais submetidos testes comportamentos sugestivos ansiedade labirinto cruz elevado lce campo aberto p30 35 d p90 120 registrou dac obtendo dados velocidade propagacao duracao amplitude seguida cerebros alguns animais processados imunomarcacao anticorpos anti iba1 especificos microglia grupo d ratos tratados gln apresentaram comportamento menos ansioso tanto lce quanto campo aberto efeito ansiolitico gln evidente animais condicao l15 idade adulta grupos gln500 gln750 condicao l15 percorreram maior distancia apresentaram menor tempo imobilidade lce relacao dac animais condicao l15 apresentaram maior velocidade propagacao correspondentes l9 excecao grupo gln250 condicao l15 idade adulta todos grupos tratados gln apresentaram maior velocidade propagacao comparados respectivos controles alem disso efeito acelerador dependente dose vez grupos gln500 gln750 apresentaram maiores velocidades propagacao correspondentes gln250 quanto reacao microglia animais tratados gln apresentaram maior imunorreatividade tanto cortex parietal quanto hipocampo grupos d animais condicao l9 imunorreatividade microglia percentual area marcada maiores grupo gln500 grupo gln250 partir desses resultados sugere tratamento gln durante periodo neonatal module excitabilidade cerebral resultando alteracoes eletrofisiologicas comportamentais imunohistoquimicas descritas neste estudo alteracoes persistem idade adulta dependentes dose condicao nutricional animal,1715
32,"dac, cortical, memoria, fluoxetina, labirinto",resumo exercicio_fisico suplementacao aminoacidos durante desenvolvimento fatores podem promover mudancas longo prazo eletrofisiologia cerebro dissertacao originou artigo intitulado differential effects of physical exercise and l arginine on cortical spreading depression in developing rats atualmente submetido publicacao apresentado paginas 25 45 objetivo verificar efeito administracao l arginina exercicio_fisico durante periodo critico desenvolvimento cerebro sobre depressao alastrante cortical dac ratos machos wistar receberam gavagem 300mg kg dia l arginina grupo ar n = 40 300mg kg dia l histidina grupo histidina n = 07 agua destilada veiculo grupo ag n = 40 durante 7 35 dias pos natal partir 15º 35º dia vida metade animais condicao supracitada realizaram exercicio_fisico esteira durante 20 minutos 5 secoes semanais grupos are age outra metade colocada esteira igual periodo entanto mesma desligada animais exercitados grupos arne agne comparacao animais atingiram 35 45 dias grupos jovens 90 120 dias idade adultos dac registrada durante 4 horas dois pontos corticais parietais hemisferio direito velocidade propagacao mm min calculada medindo tempo gasto onda dac atravessar distancia eletrodos ratos are aumento peso_corporal peso cerebro idade adulta comparacao arne p <0 05 duas faixas idades jovens adultos l arginina aumentou enquanto exercicio diminuiu velocidades propagacao dac animais l histidina apresentaram valores propagacao dac 3 54+ 0 14mm min semelhantes animais agne media+ d p velocidades grupos jovens 3 80+ 0 45 4 47+ 0 47 respectivamente are arne 3 57+ 0 34 3 86+ 0 32 age eagne grupos adultos 3 85+ 0 38 4 59+ 0 36 are arne respectivamente 3 03+ 0 20 3 40+ 0 16 age eagne conclui acoes suplementacao l arginina exercicio_fisico sobre dac diferentes interagem si dose usada neste trabalho provavelmente dependem mudancas plasticidade associada tratamentos durante desenvolvimento cerebral palavras chave desenvolvimento cerebral depressao alastrante cortical l arginina oxido nitrico exercicio_fisico,25
32,"dac, cortical, memoria, fluoxetina, labirinto",fases iniciais vida representam periodo critico desenvolvimento sistema_nervoso hiperalimentacao durante lactacao sido documentada prejuizos tanto crescimento inicial saude fisica mental longo prazo nutricao estimulos decorrentes vivencias ambientais podem ser estrategias atenuar reverter possiveis efeitos negativos hiperalimentacao precoce estudo objetivou avaliar influencia suplementacao oleo_coco virgem ambiente enriquecido ratos_wistar submetidos hiperalimentacao inicio vida sobre parametros comportamentais murinometricos formados dois grupos nutrido nove filhotes ninhada hiperalimentado h tres filhotes ninhada 7º 30º dia pos natal grupos subdivididos tratados oleo_coco extra virgem ocv 10 ml kg dia gavagem veiculo durante todo periodo experimental aferido peso_corporal respostas comportamentais relacionadas ansiedade memoria investigadas 31 35 65 70 dias vida 36º dia vida selecionados animais grupo veiculo submetidos durante quatro semanas experiencia ambiente enriquecido resultados mostraram hiperalimentacao alterou peso_corporal provocando excesso_peso durante todo periodo pesquisa aumento indice massa corporea indice lee relacao circunferencia_abdominal circunferencia toracica hiperalimentacao suplementacao ocv alteraram comportamento animais jovens animais adultos haviam sido hiperalimentados apresentaram comportamento semelhante menor ansiedade efeito abolido suplementacao ocv hiperalimentacao ocasionou deficits cognitivos obsevados memoria reconhecimento objetos quanto forma ambas faixas etarias suplementacao ocv associada prejuizo memoria espacial ratos adultos hiperalimentados precocemente experiencia ambiente enriquecido influenciou testes ansiedade memoria parametros murinometricos avaliados resultados indicam hiperalimentacao reduz comportamento sugestivo ansiedade animal adulto contudo leva deficits cognitivos altera peso ocv influencia parametros murinometricos associado comportamento semelhante ansiedade prejuizos memoria ambiente enriquecido parece interferir parametros avaliados,2056
32,"dac, cortical, memoria, fluoxetina, labirinto",nutricao inicio vida exercicio_fisico podem alterar excitabilidade cerebral interferindo processos desenvolvimento parametros eletrofisiologicos depressao alastrante cortical dac fenomeno relacionado excitabilidade cerebral estudos anteriores demonstramos potenciacao atividade eletrica cortical espontanea ecog apos dac nesta tese investigou influencia condicoes lactacao exercicio natacao inicio vida idade adulta sobre potenciacao ratos_wistar_machos amamentados ninhadas 6 12 filhotes grupos l6 l12 natacao precoce tardia realizada 8 23 60 75 dias vida respectivamente ecog registrado 90 120 dias algoritmo especifico software matlab determinou amplitude ecog diferencas intergrupos peso_corporal encefalico l12<l6 confirmaram deficiencia nutricional grupo l12 diferencas animal amplitudes ecog antes dac confirmaram potenciacao pos dac grupo sofreu dac apresentou potenciacao ecog natacao precoce reduziu tardia aumentou potenciacao ecog deficiencia nutricional condicao l12 atenuou efeito dados sugerem condicao lactacao exercicio natacao idade exercicio modulam potenciacao ecog relevancia desses resultados fisiopatologia doencas neurologicas dependentes excitabilidade cerebral enxaqueca aura epilepsia merecem futura investigacao palavras chave desnutricao natacao depressao alastrante atividade eletrica cortical potenciacao longa duracao sistema_nervoso_central,1711
32,"dac, cortical, memoria, fluoxetina, labirinto",ingestao nutricional durante lactacao exerce papel relevante desenvolvimento cerebral exercicio condicoes ambientais estressantes consumo fontes lipidicas alternativas podem afetar funcao cerebral alertam necessidade entender melhor mecanismos subjacentes objetivo deste estudo investigar efeitos_suplementacao oleo_coco oc durante lactacao associado exercicio esteira sobre parametros comportamentais metabolicos ratos_wistar estressados dois grupos n= 24 suplementados oc 10 ml kg dia solucao veiculo v agua destilada cremophor R 0 009 15º dia 45º dia vida pos natal grupos subdividos sedentarios s exercitados ex oc s n = 12 oc ex n = 12 v s n = 12 v ex n = 12 durante quatro semanas suplementacao oc grupos ex submetidos 30 min dia 5 vezes semana exercicio esteira desempenhos mensurados cada sessao treino velocidade esteira iniciou 5m min primeira semana aumentada gradualmente 10 m min 15 m min 20 m min tres semanas seguintes ratos s colocados esteira periodo porem esteira permanecia desligada 46 54 dias vida pos natal todos ratos estressados atraves contencao 20 min dia exceto dias vida pos natal 51 52 final deste periodo teste labirinto cruz elevado lce teste campo aberto tca teste reconhecimento objetos tro murinometria perfil_lipidico analisados evolucao ponderal desempenho exercicio murinometria perfil_lipidico apresentaram diferencas significantes p > 0 05 lce oc reduziu indice exploracao bracos abertos p = 0 02 tca oc induziu menor proporcao tempo area central oc s versus oc ex p = 0 0075 tro todos grupos realizaram teste maneira eficaz vez ratos reconheceram novo cenario p = 0 0001 indice discriminacao maior 60 suplementacao oc iniciada periodo critico desenvolvimento encefalico exerceu comportamento relacionado ansiedade exercicio modificou desempenho ratos grupo oc tca dados contribuem compreensao efeitos oc ex estado_nutricional memoria comportamento semelhante ansiedade ressaltando necessidade compreender melhor consumo oc exercicio estresse durante periodo critico desenvolvimento podem afetar funcionamento corporal cerebral,2060
32,"dac, cortical, memoria, fluoxetina, labirinto",vitamina b6 compreende sete compostos piridoxal piridoxina piridoxamina respectivas formas fosforiladas acido piridoxico termo piridoxina pn proposto nomear formas naturais desse composto forma metabolicamente ativa piridoxal fosfato plp participa 100 reacoes enzimaticas incluindo metabolismo carboidratos lipideos sintese catabolismo interconversao aminoacidos vitamina b6 papel fundamental desenvolvimento sistema_nervoso humano especialmente metabolismo neurotransmissores neste estudo investigamos ratos efeitos_suplementacao piridoxina administrada via orogastrica gavagem sobre comportamentos sugestivos ansiedade bem atividade eletrofisiologica cerebral ratos_wistar receberam dia pos natal p 7 p27 cloridrato piridoxina 1 5 10 mg kg dia p60 70 animais submetidos teste labirinto cruz elevado lce avaliacao comportamentos sugestivos ansiedade p71 80 sob anestesia registramos fenomeno eletrofisiologico designado depressao alastrante cortical dac comparacao grupos controle velocidades 3 38 + 0 11 mm min amplitude 6 8 + 1 7 mv duracao 65 4 + 7 3 s tratamento piridoxina doses 5 10 mg kg dia associado aumento significante velocidade 3 91 + 0 12 4 82 + 0 24 mm min respectivamente amplitude dac 9 6 + 2 4 9 9 + 2 4 mv respectivamente bem reducao duracao 55 7 + 6 s 51 1 + 6 4 s p = 0 05 maneira dose dependente tendencia significante comportamento ansiedade comparacao controles naive ingenuo qualquer tratamento tratados salina dados demonstram efeito facilitador suplementacao pn periodo critico desenvolvimento sobre propagacao dac efeito duradouro dose dependente mecanismos deverao ser futuramente investigados resultados permitem antever avancos compreensao mecanismos quais pn influencia desenvolvimento funcionamento cerebro mamiferos vista aplicacao resultados cerebro humano,2912
32,"dac, cortical, memoria, fluoxetina, labirinto",alem acoes endocrinas especificas testosterona exerce funcoes reguladoras carater protetor sobre alteracoes comportamentais excitabilidade cerebral doencas neurologicas epilepsia pode ser estudada experimentalmente uso agente pilocarpina desnutricao modula acoes neurais testosterona pilocarpina especialmente durante desenvolvimento trabalho avaliou ratos adultos nutridos desnutridos durante lactacao efeitos comportamentais eletrofisiologicos manipulacao sistemica testosterona administracao pilocarpina interacao dois tratamentos ratos_wistar_machos amamentados ninhadas 9 15 filhotes respectivamente nutrido n=93 desnutrido n=96 60 dias vida cada grupo nutricional originou 4 subgrupos sendo 2 castrados 2 cirurgia ficticia sham cada subgrupo metade animais recebeu testosterona 1 mg kg d 6 dias outra metade recebeu veiculo oleo milho 61 67 dia vida seguida cada subgrupo dividido dois conforme recebessem pilocarpina 45 mg kg d 21 dias solucao salina 69 90 dia vida tratamento testosterona efeito ansiolitico teste labirinto cruz elevado afetou dac tratamento pilocarpina associado reducao memoria teste reconhecimento objetos bem desaceleracao depressao alastrante cortical dac desnutricao agravou negativamente interacao tratamentos testosterona pilocarpina testes reconhecimento memoria aumentou velocidade dac mecanismos moleculares desses achados deverao ser futuramente investigados,2904
33,"exaustao, cafeina, pla, atletas, corredores",introducao presente estudo investigou suplementacao cafeina 4 dias tolerancia efeitos ergogenicos promovidos ingestao aguda parametros fisiologicos metabolicos performance cafeina 1 3 7 trimetilxantina sido descrita recurso ergogenico licito capaz aumentar performance ciclistas entanto recomendacoes atuais abordam impacto consumo usual cafeina bem suplementacao durante dias consecutivos poderia gerar tolerancia efeitos ergogenicos promovidos ingestao aguda objetivo presente estudo investigou suplementacao cafeina 4 dias induziria tolerancia efeitos ergogenicos promovidos ingestao aguda parametros fisiologicos metabolicos desempenho ciclistas metodos selecionados 14 ciclistas sexo_masculino classificados atletas recreativos idade 34 1+ 4 3 anos massa_corporal 79 1+ 11 8 kg estatura 178+ 0 09 cm indice_massa_corporal 24 6+ 2 07 kg m2 consumo maximo o2 51 5+ 6 3 ml kg 1 min 1 volume treinamento 202+ 83 km semana consumo cafeina 285 31+ 130 34 mg dia completaram 4 sessoes experimentais ciclistas submetidos protocolo contrarrelogio 16 km utilizando carga 50 398 9+ 35 10 watts max potencia maxima saida alcancada avaliacao cardioventilatorio maxima realizado experimento randomizado_duplo_cego placebo controlado cruzado envolvendo quatro ensaios experimentais placebo 4 dias placebo agudo pp placebo 4 dias cafeina agudo pc cafeina 4 dias cafeina aguda cc cafeina 4 dias placebo agudo cp ciclistas ingeriram capsulas placebo cafeina 6 mg kg 1 4 dias dia 5 agudo capsulas placebo cafeina 6 mg kg 1 ingeridas 60 minutos antes completar contra relogio 16 km tt laboratorio resultados ensaios cc pc mostraram melhorias tempo 3 54 effect size = 0 72 2 53 effect size = 0 51 potencia saida 2 85 effect size = 0 25 2 53 effect size = 0 20 p lt 0 05 comparados condicoes cp pp respectivamente efeitos acompanhados aumento frequencia_cardiaca 2 63 effect size = 0 47 1 99 effect size = 0 34 volume minuto 13 11 effect size = 0 61 16 32 effect size = 0 75 fracao expirada o2 3 29 effect size = 0 34 = 0 96 2 87 effect size = 0 72 concentracao lactato sangue imediatamente apos 29 51 effect size = 0 78 28 21 effect size = 0 73 apos recuperacao 10 min 36 01 effect size = 0 84 31 22 effect size = 0 81 reducao fracao expirada co2 7 64 effect size = 0 64 7 75 effect size = 0 56 conclusao resultados indicam cafeina ingerida ciclistas dose 6 mg kg 1 4 dias induz tolerancia efeitos ergogenicos promovidos ingestao aguda parametros fisiologicos metabolicos performance,3697
33,"exaustao, cafeina, pla, atletas, corredores",nitrato no3 vem consolidando ergogenico capaz otimizar desempenho esportivo principalmente individuos treinados tal efeito contribui maior sustentacao exercicio objetivo avaliar efeito suplementacao no3 rendimento teste progressivo corredores fundo propomos ainda maneira original utilizacao frequencia_cardiaca fc conjuntamente subprodutos ponto inflexao frequencia_cardiaca pifc deflexao fc pdfc deteccao pontos transicao metabolica ptm trata pesquisa natureza experimental duplo cega crossover amostra 13 homens corredores fundo equipe corrida rua cidade varginha  minas gerais submetidos teste progressivo incremental tpi esteira ergometrica onde sujeitos executaram teste 2 momentos distintos momento nitrato mn momento placebo mp suplementacao no3 realizada 2 horas antes testes 70 ml suco beterraba concentrado rico no3 ~6 4mmol no3 400mg beet it james white drinks ltd ipswich uk placebo empobrecido no3 0 04 mmol no3 >0 8g l beet it james white drinks ltd ipswich uk realizadas afericao fc percepcao subjetiva esforco pse tempo velocidade final analise dados adotado teste shapiro_wilk verificar distribuicao amostra teste levene homogeneidade variancia analise variaveis utilizados teste_t_pareado alem comparacao medias determinados delta variacao resultados tamanho efeito amostra atraves teste cohen d nivel significancia adotado p < 0 05 resultados revelaram nitrato capaz aprimorar parametros estudados todavia observamos tendencia melhorias mn relacao mp variaveis tempo velocidade distancia respectivamente d=0 035 d=0 026 d=0 036 havendo diminuicao tempo cerca 2 3 21 04 + 4 17 x 19 54 + 3 96 minutos detectamos diferenca frequencia_cardiaca maxima fcmax pse volume maximo oxigenio vo2max mn relacao mp respectivamente p=0 573 p=1 108 p=0 102 ptm`s mostraram diferenca estatistica momentos mn mp pifc pdfc respectivamente p=0 216 p= 0 508 relacao consumo oxigenio pifc pdfc observamos mn mp ocorreram respectivamente 37 49 + 3 00ml kg min 1 vs 36 98 + 1 36ml kg min 1 p= 0 562 46 77 + 6 47ml kg min 1 vs 44 45 + 5 66ml kg min 1 p= 0 971 revelando diferenca 9 27 + 4 76ml kg min 1 vs 7 46 + 4 95ml kg min 1 p= 0 945 achados sobre pselimiar mostram diferenca estatistica parametros pselimiar p=0 678 fc pselimiar p=0 668 velocidade pselimiar p=0 222 vo2max pselimiar p=0 574 observamos diferencas estatisticas quanto velocidade imprimida corrida ptm`s mn mp respectivamente p= 0 562 p=0 971 todavia detectamos diferenca 2 76 + 1 42km h 1 vs 2 23 + 1 48km h 1 p= 0 820 pontos percentuais vmax vpico ptm`s demonstraram diferenca estatistica grupos mn mp pifc pdfc respectivamente vmax p= 0 524 p= 0 361 vpico p= 0 598 p=0 295 suma suplementacao nitrato interfere rendimento corredores amadores fundo durante tpi todavia obtivemos tendencia sutis melhorias mn todas variaveis estudadas termos praticos poderia colaborar aprimoramento rendimento destes atletas,3880
33,"exaustao, cafeina, pla, atletas, corredores",suplementacao suco beterraba rico nitrato ssbn vem tornando recurso ergogenico promissor modalidades cuja caracteristica aerobia assim corrida rua muitos buscam melhora desempenho neste sentido seguinte pesquisa objetivou analisar utilizacao suplementacao aguda suco beterraba rico nitrato melhora rendimento aerobio corredores rua teste pista estudo contou 13 homens idade 25+ 4 7 anos idade engajados corrida rua cidade lavras mg minimo 18 meses pratica participantes submetidos crossover randomizado controlado placebo estudo seguido 2 etapas primeira consistiu recrutamento assinatura termo consentimento livre esclarecido alem instrucoes preenchimento recordatorio_alimentar 24h enquanto segunda etapa subdividida 3 visitas laboratorio gepren ufla sendo primeiro momento destinado caracterizacao realizando antropometria composicao_corporal junto recolhimento recordatorio_alimentar 24h segunda terceira visita contou 7 dias washout onde 2h apos ingestao suplementacao suco beterraba rico nitrato placebo participantes submetidos contra relogio 3 200m pista atletismo anotando tempo percepcao subjetiva esforco frequencia_cardiaca variaveis velocidade vo2pico limiar velocidade comportamento estrategia duas configuracoes analises cada 25 inicio 400m meio 2400m final 400m consumo macronutrientes analisadas durante periodo espera aferiu pressao_arterial cada 30 min utilizou estatistica_descritiva testes kolmogorov smirnov shapiro_wilk relatar normalidade amostra teste levene igualdade variancias spss R 21 0 valores obtidos contra relogio 3 200m tempo resultaram conclusao rapida apos ingestao ssbn sup 720 0 + 83 7 vs pla 722 6 + 81 5s configuracoes ritmo empregado observou incremento 1º 0 98 correspondente primeiros 25 trajeto 0 59 metade 0 42 25 finais 2º configuracao nota incremento 1 47 inicio 1 05 final trajeto assim velocidade pico sup 16 20 km hr1 + 1 89 pla 16 13 km hr1 + 1 86 vo2pico sup 61 1 ml kg min ¹ + 6 6 pla 60 9 ml kg min ¹ + 6 4 2º limiar velocidade sup 15 95+ 1 74 pla 15 95+ 1 69 percepcao subjetiva esforco frequencia_cardiaca final pressao_arterial reducoes diferentes momentos 60min 1 45 90 min 4 48 diastole antes teste sistole apos teste 1 86 demonstraram respostas importantes porem valores demonstraram niveis significancia p<0 05 analises individuais tempo conclusao 10 5s incremento 1 54 velocidade 1 38 vo2pico 1 46 2º limiar velocidade macronutrientes apresentaram seguinte configuracao proteina 1 60g kg + 0 91 lipideos 0 70 g kg + 0 64 carboidrato 3 97 g kg + 2 75 pode concluir ingestao suplementacao aguda suco beterraba rica nitrato contribui ponto magnitude teste contra relogio 3 200m demonstra diferencas estatisticas rendimento aerobico variaveis,3885
33,"exaustao, cafeina, pla, atletas, corredores",efeito suplementacao cafeina sobre contribuicao sistemas energeticos exercicios acima potencia critica introducao varios estudos evidenciaram efeito consumo cafeina performance aerobia anaerobia utilizando protocolos simulam situacoes vivenciadas meio esportivo outro lado poucos estudos avaliaram efeito suplementacao cafeina contribuicao sistemas energeticos efeito ergogenico suplementacao cafeina exercicios alta intensidade pode estar associado influencia sobre sistema anaerobio especificamente porcao latica objetivo investigar efeito suplementacao cafeina sobre contribuicao cada sistema energetico tempo exaustao exercicios_fisicos realizados intensidades acima potencia critica metodos recrutados nove participantes saudaveis fisicamente ativos realizaram teste incremental cicloergometro determinacao primeiro limiar ventilatorio lv1 consumo maximo oxigenio vo2max partir carga referente lv1 calculadas carga aquecimento 90 lv1 cargas testes experimentais partir delta corresponde diferenca cargas vo2max lv1 cargas testes experimentais 80 80 + carga lv1 cargas referentes 100 120 vo2max testes experimentais realizados carga fixa predeterminada exaustao coletadas amostras sangue dosagem lactato medidas gases vo2 hora antes cada sessao experimental cada participante ingeriu capsula contendo 5 mg kg massa_corporal cafeina placebo celulose utilizado desenho duplo cego contrabalanceado controlado placebo calculo contribuicao sistemas energeticos realizado utilizando software gratuito gedae lab disponivel http www gedaelab org partir medidas vo2 lactato resultados cafeina promoveu aumento contribuicao anaerobia nenhuma intensidades utilizadas suplementacao cafeina incrementou contribuicao aerobia 80 tendencia aumento carga referente vo2max gasto_energetico total tempo exaustao 80 vo2max maiores apos suplementacao cafeina conclusao presente estudo efeito ergogenico cafeina proporcional aumento intensidade exercicio aumento tempo exaustao gasto_energetico total sustentados incremento contribuicao aerobia promovido cafe,1465
33,"exaustao, cafeina, pla, atletas, corredores",buscando melhor compreensao sobre influencias treinamento altitude desempenho atletas alto rendimento presente trabalho avaliou atletas equipe fundo selecao brasileira paralimpica atletismo durante duas fases 30 dias treinamento altitude 2 500m trabalho dividido dois estudos estudo i estudo ii estudo i atletas submetidos avaliacoes 3 000m avaliacoes aconteceram dia antes iniciar fase treinamento altitude pre1 repetidas seis pos6 16 dias apos retorno altitude pos16 compararmos testes diferentes momentos observado queda desempenho 1 7 momento pos6 entanto momento pos16 atletas mostraram melhora 15 4s 2 8 desempenho 3 000m avaliar velocidade forca potencia mecanica realizados testes 30 segundos corrida semi atada 30s aconteceram dois dias antes iniciar treinamento altitude pre2 repetidos cinco dias pos5 15 dias apos retorno treinamento altitude pos15 relacao velocidade maxima velocidade media potencia media resultados mostraram melhores resultados aconteceram 15 dias readaptacao apos retorno treinamento altitude relacao forca maxima forca media potencia maxima melhores resultados apresentados momento pre2 atletas submetidos analises sanguineas avaliacoes aconteceram antes iniciar treinamento pre durante treinamento dias 1 12 20 30 15 dias apos retorno treinamento altitude pos15 todos participantes apresentaram maiores valores hemoglobina trigesimo dia treinamento altitude relacao estudo ii atletas submetidos testes fisicos 200m 1 200m testes 200m realizados dois dias antes iniciar treinamento altitude pre2 quarto dia treinamento altitude 2 500m alt4 testes 1 200m realizados dia antes iniciar treinamento altitude pre1 quinto dia treinamento 2 500m alt5 testes 200m atletas apresentaram melhores resultados quarto dia treinamento 2 500m 28 3+ 2 9 s pre2 27 4+ 3 0 s alt4 entanto testes 1 200m resultados mostraram queda 4 43 p=0 009 desempenho testes realizados quinto dia exposicao altitude 219 16+ 24 1 s pre1 229 3+ 28 7 s alt5 resultados mostraram diminuicao saturacao oxigenio diminuicao concentracao lactato aumento frequencia_cardiaca testes 200m 1 200m realizados 2 500m altitude estudo confirma efeitos positivos treinamento altitude sugere periodo 15 16 dias readaptacao apos fase 30 dias treinamentos altitude 2 500m atletas atinjam melhores resultados levantando hipotese sobre necessidade reduzir intensidade treinamentos maior contribuicao aerobia durante fase aclimatacao altitude,3128
33,"exaustao, cafeina, pla, atletas, corredores",introducao suplementacao bicarbonato sodio nahco3 pode ter efeito ergogenico durante atividades intensas intermitentes jiu jitsu brasileiro jjb entanto efeito ainda testado utilizando teste especifico esporte objetivo avaliar efeitos_suplementacao aguda nahco3 sobre desempenho lutadores competitivos jjb materiais metodos onze lutadores jjb executaram teste desempenho anaerobico jiu jitsu tajj consistia execucao maximo repeticoes movimento raspagem borboleta 5 x 1 min 45 seg intervalo sob 2 condicoes suplementacao 300 mg nahco3 kg peso_corporal placebo amido milho consumidos 90 minutos antes teste condicao controle nenhum suplemento fornecido participantes relataram classificacoes esforco percebido percepcao dor longo tajj monitoramento frequencia_cardiaca realizaram teste forca_preensao_manual pos tajj amostras sanguineas coletadas avaliacao lactato ph bicarbonato excesso base momentos linha base pre pos tajj sintomas gastrointestinais avaliados atraves questionario tolerancia gastrointestinal qtg estudo seguiu design duplo cego crossover randomizado todas condicoes analises variancia modelo misto aplicadas tempos tratamentos realizados resultados suplementacao nahco3 provocou aumento concentracoes sericas bicarbonato +6 0 + 1 13 mmol l p <0 0001 antes tajj promoveu melhora sobre desempenho tajj controle 13 4 + 1 97 reps serie placebo 13 4 + 1 87 reps serie bicarbonato 13 4 + 2 09 reps serie todos p =0 05 sobre forca_preensao_manual pre x pos tajj controle 47 25 + 9 03 kgf x 49 9 + 8 73 kgf placebo 46 05 + 8 84 kgf x 50 18 + 9 65 kgf bicarbonato 45 81 + 8 87 kgf x 50 54 + 9 11 kgf controle vs placebo p = 0 99 controle vs bicarbonato p = 0 99 placebo vs bicarbonato p = 0 99 sobre frequencia_cardiaca controle 164 + 8 28 bpm placebo 160 + 6 91 bpm bicarbonato 163 + 8 26 bpm controle vs placebo p = 0 10 controle vs bicarbonato p = 0 69 placebo vs bicarbonato 0 39 diferenca condicoes avaliacoes esforco percebido p = 0 44 dor p = 0 99 conclusao suplementacao nahco3 elevou concentracao serica ions bicarbonato hco3 melhorou desempenho anaerobio especifico atletas jiu jitsu brasileiro presente estudo,4448
33,"exaustao, cafeina, pla, atletas, corredores",angiotensina 1 7 ang 1 7 peptideo endogeno faz parte sistema renina angiotensina ang 1 7 ligar receptor promove diversos efeitos estudos previos sugerem peptideo capaz promover alem vasodilatacao maior translocacao glut 4 membrana muscular potencializando assim captacao glicose musculatura esqueletica trabalho visa verificar efeitos_suplementacao angiotensina 1 7 parametros desempenho_fisico anaerobico percepcao esforco recuperacao atletas mountain bike amostra composta 11 atletas amadores mountain bike regiao ouro preto treinados menos 1 ano utilizado 11 09 + 0 95 mg kg ang 1 7 formulacao beta ciclodextrina individuos fizessem uso suplementos ergogenicos historico lesao membros inferiores utilizassem medicamentos anti_inflamatorios excluidos estudo voluntarios submetidos teste wingate apos 7 dias submetidos protocolo intervalado consistia 4 vezes wingate pausa passiva 5 minutos retornando apos 7 dias washout situacao contraria coletadas variaveis desempenho utilizando ciclo ergometro pernas avaliada percepcao subjetiva esforco cada wingate sessao treinamento quantidade erros tempo medio resposta teste stroop percepcao dor local percepcao subjetiva recuperacao altura salto contra movimento frequencia_cardiaca repouso maxima pressao_arterial repouso pico alem amostras sangue urina posteriormente utilizadas analise glicemia niveis lactato razao nitrito nitrato niveis creatina quinase comparacao grupos utilizado teste t grupos longo tempo teste two way anova adotado valor significancia p<0 05 voluntarios apresentaram idade media 35 5+ 8 4 anos estatura media 171 2+ 6 2 cm massa_corporal media 70 8+ 5 9 kg condicao tratada voluntarios apresentaram menores niveis_plasmaticos lactato repouso hp cd ang 1 7 1 6+ 0 2 mmol l vs hp cd placebo 1 9+ 0 3 mmol l variacao niveis_plasmaticos glicose apos protocolo teste hp cd ang 1 7 pre=94 8+ 7 9 vs pos=107 9+ 17 99 mg dl hp cd placebo pre=86 8+ 11 5 vs pos=114 7+ 25 9 mg dl manutencao potencia media estimulos condicao tratado hp cd ang 1 7 1º=386 0+ 38 5 2º=401 0+ 86 3 3º=343 2+ 86 4º=316 1+ 45 w hp cd placebo 1º=392 6+ 52 5 2º=369 6+ 45 2 3º=338 2+ 49 1 4º= 318 8+ 23 0 w conclusao suplementacao angiotensina 1 7 capaz alterar parametros desempenho anaerobio recuperacao funcao cognitiva entretanto reduziu niveis_plasmaticos lactato manteve potencia anaerobica media absoluta durante protocolo teste manteve niveis_plasmaticos glicose apos protocolo teste,3601
