topic,FREX,DS_RESUMO,document
42,"oleo_peixe, dex, neoplasias, fasn, epa",silva m alteracao perfil acidos_graxos criancas_adolescentes apos suplementacao barra leite enriquecida micronutrientes 2022 tese doutorado ciencias  programa nutricao metabolismo faculdade medicina ribeirao preto universidade paulo 2022 ensaio_clinico n of 1 natureza longitudinal retrospectiva avalia reprodutibilidade alteracoes perfil acidos_graxos eritrocitarios 232 criancas saudaveis 9 13 anos idade suplementadas barra leite enriquecida 12 vitaminas 5 minerais anos 2013 2014 descreve variaveis preditoras alteracoes encontradas perfil acidos_graxos significancia resposta intervencao avaliada meio analise regressao media regressao lasso tecnica reamostragem 1000 bootstrapping realizada selecao variaveis preditoras resposta acidos_graxos variaveis preditoras incluiram 363 variaveis dados bioquimicos antropometricos ingestao_alimentar niveis acidos_graxos eritrocitarios vitaminas plasmaticas suplementacao barra leite enriquecida micronutrientes levou aumento acidos_graxos oleico dihomo gama linolenico araquidonico docosaexanoico resultados replicados populacoes encontradas 22 variaveis preditoras aumento oleico incluiram aumento retinol plasmatico aumento triglicerideos reducao glicemia alguns acidos_graxos preditores resposta dihomo gama linolenico araquidonico docosaexaenoico suplementacao barra leite enriquecida vitaminas minerais levou melhora perfil acidos_graxos populacoes deste estudo trabalho evidencia impacto multiplas variaveis incluindo micronutrientes metabolismo acidos_graxos resultados encontrados neste estudo precisam ser investigados outras populacoes criancas_adolescentes,3955
43,"xique, polpa, fruto, dpph, abts",presente estudo avaliou teor compostos_bioativos capacidade_antioxidante 12 frutos cerrado relacao maca red delicious identificou quantificou alguns compostos_fenolicos presentes fruto apresentou maior teor bioativos capacidade_antioxidante materiais metodos atividade_antioxidante aa extratos aquoso eaq acetato etila eae frutos cerrado araticum annona crassiflora mart baru dipteryx alata cagaita eugenia dysenterica dc cajuzinho anacardium humile st hil guariroba syagrus oleracea inga inga laurina willd jatoba hymenaea stigonocarpa mart jenipapo genipa americana l jurubeba solanum paniculatum l lobeira solanum grandiflorum ruiz pav mangaba hancornia speciosa tucum cerrado bactris setosa mart determinada ensaios capacidade redutora ferro frap sistema 946 caroteno acido linoleico teor antocianinas totais at flavonoides amarelos fa flavanois carotenoides_totais acido_ascorbico aasc determinados ensaios espectrofotometricos partes fruto selecionado casca polpa utilizadas metodologias ainda teor fenolicos totais ft identificacao quantificacao compostos_fenolicos realizadas sistema hplc dad extrato aquoso eaq fracoes acetato etila metanol agua extratos etanolico ee metanolico acidificados resultados araticum tucum apresentaram teor flavanois totais 15 19 vezes superior maca relacao conteudo at tucum apresentou concentracao 35 vezes maior valor obtido maca alto teor at encontrado cajuzinho jurubeba jatoba relacao aa eae tucum apresentou maior valor frap 6 vezes maior valor obtido eae maca enquanto valores frap eae araticum cagaita cajuzinho lobeira 2 vezes superiores eae maca eaq tucum araticum obtiveram maiores valores frap seguidos cagaita cajuzinho jurubeba mangaba ensaio oxidacao 946 caroteno eaq tucum apresentou segunda maior aa 6 vezes maior maca seguido eaq araticum cagaita amendoa baru mangaba jurubeba apenas tucum mangaba valores superiores maca sistema 946 caroteno eae relacao estudo envolvendo casca polpa tucum obtido alto teor ft flavonois at fa casca fruto 112 14 264 64 vezes maior casca comparados polpa respectivamente eaq ee casca tucum apresentaram maior aa comparados polpa flavonoides identificados extratos casca tucum flavanol catequina flavonois quercetina rutina acidos fenolicos galico ferulico cafeico antocianinas cianidina conclusao resultados sugerem fenolicos representam principais compostos_bioativos frutos cerrado particularmente frutos araticum cagaita lobeira tucum cajuzinho jurubeba mangaba possuem alto teor bioativos alta capacidade_antioxidante capacidade_antioxidante conteudo compostos_bioativos tucum cerrado associados principalmente casca sendo catequina antocianinas acido galico rutina principais compostos_fenolicos identificados,554
43,"xique, polpa, fruto, dpph, abts",cerrado possui grande diversidade frutos destacando pequi parece possuir bom potencial_antioxidante presenca compostos_bioativos polpa porem pouco explorado pesquisas diante importancia estudo compostos_bioativos atividade_antioxidante assim biodiversidade bioma cerrado relevante pesquisas considerem diferencas fisicas quimicas bioquimicas frutos oriundos diferentes regioes cerrado estudo envolveu investigacao compostos_bioativos atividade_antioxidante polpa frutos pequi oriundos oito diferentes regioes cerrado quatro estados goias mato grosso minas gerais tocantins considerando diferencas fisicas quimicas bioquimica analise fisica avaliou massas fruto mesocarpo caroco diametros fruto caroco alturas fruto caroco numero carocos massa rendimento polpa alem analise cor polpa frutos analisada quanto composicoes centesimal acidos_graxos teores compostos_fenolicos carotenoides_totais potencial_antioxidante segundo metodologias padronizadas literatura caracteristicas fisicas apresentaram maiores coeficientes variacao massas polpa mesocarpo numero carocos constataram menores coeficientes variacao diametro altura caroco frutos apresentaram maior rendimento polpa oriundos goias regiao 1 tocantins regiao 2 rendimento medio 37 relacao cor frutos provenientes goias regioes 1 2 tocantins regiao 2 apresentaram maiores valores luminosidade l menores valores parametro croma indicando frutos claros frutos minas gerais regiao 2 menores valores l maiores valores sugerindo frutos maior tonalidade vermelha frutos apresentaram maiores valores b oriundos tocantins regioes 1 2 minas gerais regiao 1 frutos considerados menos amarelos goias regioes 1 2 minas gerais regiao 2 quanto composicao centesimal frutos provenientes mato grosso apresentaram maiores teores lipidios media=32 g 100g 1 contrario daqueles minas gerais regiao 1 tocantins regiao 2 media=15 g 100g 1 composicao acidos_graxos prevalencia acidos_graxos monoinsaturados principalmente acido oleico todos frutos frutos maiores teores fenolicos procedentes goias minas gerais 215 335 mg gae 100g 1 maiores concentracoes carotenoides_totais constatadas frutos oriundos minas gerais mato grosso 15 000 20 000 g 100g 1 contrapartida pequis provenientes tocantins goias regioes 2 apresentaram menores teores carotenoides_totais 3 707 7 209 g 100g 1 respectivamente variavel carotenoides correlacionou positivamente parametro croma lipidios relacao atividade_antioxidante todos extratos apresentaram capacidade sequestrar radical livre dpph porem inferior padrao bht extratos aquosos apresentaram maiores atividades antioxidantes valores medios ec50 188 86 g ml 1 pode concluir caracteristicas fisicas quimicas pequi bastante influenciadas regiao origem frutos cor frutos influenciada teores carotenoides concentracao lipidios polpa frutos polpa pequi rica compostos_fenolicos carotenoides possuindo boa capacidade_antioxidante,253
43,"xique, polpa, fruto, dpph, abts",grumixama eugenia brasiliensis lam fruta pertencente familia myrtaceae fonte fitoquimicos importantes compostos_fenolicos flavonoides antocianinas apresentam quantidades variaveis conforme estadio maturacao compostos apresentam atividades biologicas importantes desde bioacessiveis apos processo fisiologico digestao objetivos deste estudo caracterizar propriedades fisico quimicas fracoes fruto grumixama semente polpa casca avaliar conteudo compostos_fenolicos tpc flavonoides tfc antocianinas tac atividade_antioxidante dpph abts frap antes apos digestibilidade in vitro frutos colhidos municipio jose pinhais parana separados maduro m semimaduro s fracionados semente s polpa casca p macronutrientes proteina lipideo carboidrato fibras acucares redutores minerais cor toxicidade frente artemia salina avaliados fracoes liofilizadas quantificacao compostos_fenolicos flavonoides realizada hplc bioacessibilidade bioativos tpc tfc tac atividade_antioxidante dpph abts frap aferida apos digestibilidade in vitro maiores conteudos acucares redutores fibras insoluveis l tfc miricetina quercetina acido cinamico atividade_antioxidante verificados fracao s destaque fibras soluveis carboidratos cinzas fracao s madura sm lipideos tfc s semimadura ss fracao p madura pm superior acucares redutores fibras soluveis carboidratos tac enquanto semimadura ps fibras insoluveis tpc conteudo minerais ca k mn ba s maior ps ambas fontes fracoes apresentaram toxicidade compostos_bioativos atividade_antioxidante grumixama diminuiram apos digestao in vitro bioacessibilidade tpc fracao p superior 50 fase gastrica 20 fase intestinal resultados sugerem grumixama pode contribuir soberania seguranca_alimentar_nutricional populacoes regionais fracoes liofilizadas fruto perfazer subproduto promissor uso industria alimenticia farmaceutica,4042
43,"xique, polpa, fruto, dpph, abts",jacaratia spinosa aubl dc conhecido jaracatia planta nativa mata atlantica reconhecida importancia equilibrio ecossistema biodiversidade aproveitamento jaracatia derivados introduz possibilidade retorno economico social ambiental desta forma presente estudo objetivo estudo caracteristicas fisicas fisicoquimicas fitoquimicas biologicas possivelmente toxicologicas fruto tanto coletados frutos fazenda bimini km7 pr170 cidade rolandia  pr transportados laboratorio tecnologia alimentos departamento nutricao ufpr frutos classificados conforme estadio maturacao estadio verde completamente verde estadio pintado apresentando menos 30 coloracao amarela maduro menos 75 casca apresentando coloracao laranja cem frutos 5 kg maduros selecionados aleatoriamente analise fisica quintuplicata frutos descascados partes separadas casca sementes polpa conforme estadio maturacao encaminhadas realizacao analises fisico quimicas in_natura posteriormente polpa madura congelada liofilizada encaminhada extracao etanol absoluto cetona solucao hidroalcoolica 70 sendo todos extratos fracionados solventes polaridade crescente hexano cloroformio acetato etila extratos fracoes submetidos analises avaliacao atividade biologica dpph fosfomolibdenio doseamento polifenois toxicidade frente artemia salina hemolise analises umidade cinzas ph acidez acucares totais lipideos fibras proteinas solidos_soluveis_totais resultados tratados estatisticamente anova teste duncan nivel 5 programa spss R versao 20 0 jaracatia possui media 45g 5 8 cm comprimento 3 7 cm diametro sendo peso polpa proporcional 38 6 casca 25 14 sementes 19 14 peso total fruta polpa jaracatia estadio maduro possui 80 umidade 1 21 cinzas ph 4 46 teor acucares 9 3 conteudo proteico alto 3 1 teor fibras_alimentares 4 11 bem quantidade consideravel carotenoides valor energetico fruto calculado obtendo 51 5 kcal g polpa madura resultados indicam fruto fonte fibras estadio maturacao influencia significativamente composicao centesimal polpa casca jaracatia inclusive teor carotenoides dessa forma separacao frutos segundo grau amadurecimento torna fator importante diante definicao uso processamento fruto estudo fitoquimico revela presenca esteroides glicosados fruto possui atividade_antioxidante classificado fruto medio conteudo fenolicos totais teste toxicidade apresenta capacidade hemolitica eritrocitos confirmando toxicidade preliminar fruto,1179
43,"xique, polpa, fruto, dpph, abts",caracterizacao fisico quimica quantificacao componentes bioativos frutos relevantes compreensao valor nutritivo agregacao valor produtos regionais possivel desenvolvimento generos alimenticios farmaceuticos partir subprodutos annona x atemoya mabb fruta popularmente conhecida atemoia especie cultivada estado parana possui consumo conhecimento restritos populacao alem pouco explorada classe cientifica objetivo deste trabalho realizar analise composicao fisico quimica atividade_antioxidante atividades biologicas atemoia avaliadas fracoes polpa casca semente folha cultivar african pride perfil fisico quimico obtido mediante analises umidade cinzas acidez_titulavel solidos soluveis ph acucares totais proteinas lipideos carboidratos fibra_alimentar total extratos amostras obtidos meio extracao etanol sohxlet realizados doseamentos polifenois flavonoides atividade_antioxidante testes toxicidade frente artemia salina hemolise in vitro alem atividade_antimicrobiana isolamento identificacao substancias procedeu fracao hexanica folha fracao hexano semente submetida analise teor esteres metilicos acidos_graxos fracoes in_natura atemoia demonstraram alto teor umidade solidos soluveis proteinas acucares totais carboidratos fibras alto teor cinzas predominante amostras casca folha ph baixo polpa casca sementes bem ocorreu lipideos duas primeiras embora quantidades variaveis todos extratos analisados apresentaram compostos_fenolicos atividade_antioxidante metodos analisados sendo significativos resultados extratos etanolicos folha casca fresca maior teor flavonoides observado extrato etanolico folha quanto toxicidade frente artemia salina fracoes cloroformio acetato etila etanol semente demonstraram toxicas extrato folha apresentou maior atividade hemolitica casca fresca unica amostra apresentar inibicao microbiana esteroides sitosterol campesterol identificados fracao hexanica folha semente apresentou maior percentual acidos_graxos insaturados saturados composicao estudo demonstrou alta qualidade composicao atemoia fracoes reforcando estimulo consumo in_natura encorajando maiores estudos envolvendo subprodutos possiveis aplicacoes industriais,860
43,"xique, polpa, fruto, dpph, abts",propolis substancia resinosa composicao complexa formada material gomoso balsamico coletada abelhas apis melifera diferentes tipos arvores propolis sido objeto estudos farmacologicos devido propriedades antibacteriana antifungica antiviral antiinflamatoria hepatoprotetora antioxidante antitumoral imunomodulatoria microencapsulacao permite prevenir perda substancias oxidacao volatilizacao alem controlar liberacao aromas perda nutrientes preservar cor sabor agente encapsulado neste trabalho estudado primeira vez composicao propriedades quimicas biologicas microencapsulacao utilizando spray dryer propolis marromesverdeada uniao palmares alagoas objetivo presente trabalho preparar caracterizar microcapsulas extrato propolis marrom esverdeada avaliar multiplos constituintes presentes analisados metodos analiticos uv vis uflc dad uv gc ms ftir mev analise termica teor flavonoides fenois totais atividade_antioxidante atividade antibacteriana extrato propolis marrom esverdeada microcapsulas contendo extrato propolis marrom esverdeada alagoas apresentaram composicao teor flavonoides totais 5 15 1 13 fenois totais 14 16 4 81 termos acido galico fenois totais 16 53 6 00 catequina atividade_antioxidante valores ic50 13 77 g ml 60 80 g ml respectivamente cromatografia_liquida ultra eficiencia uflc dad uv vis identificou presenca acido clorogenico acido cafeico acido ferulico acido p coumarico naringenina luteolina kaempferol dados mev ftir demonstrou encapsulacao compostos_fenolicos propolis marrom esverdeada alagoas analise termica mostrou termo estabilidade extratos estudados fracoes diclorometano enriquecidas flavonoides extrato bruto microcapsulas demonstraram atividade antibacteriana contra staphylococcus_aureus atcc 33591 providencia rettgeri atcc 29944 dados deste trabalho demonstram potenciais propriedades biologicas propolis marrom esverdeada alagoas bem produtos solidos spray dryer,3455
43,"xique, polpa, fruto, dpph, abts",marolo annona crassiflora fruta tipica cerrado brasileiro fonte diferentes compostos_bioativos estudos recentes demonstraram relacao direta poliaminas especial espermidina longevidade humana trabalho objetivo determinar bioacessibilidade compostos_bioativos polpa marolo potencial longevidade humana teores compostos_fenolicos totais flavonoides totais potencial_antioxidante determinados metodos espectrofotometricos dez aminas bioativas investigadas cromatografia_liquida_alta_eficiencia pareamento ionico fase reversa sendo putrescina cadaverina agmatina espermidina espermina 2 feniletilamina serotonina triptamina histamina tiramina bioacessibilidade realizada seguindo protocolo infogest polpa marolo apresentou 66 15 mol et g potencial_antioxidante abts 65 94 mol et g dpph 9 16 mg eag g fenolicos totais 7 26 mg ec g flavonoides totais indices potencial_antioxidante apos digestao in vitro metodos abts dpph 35 3 47 6 respectivamente indices bioacessibilidade 21 8 17 6 fenolicos flavonoide totais apenas putrescina espermidina tiramina detectadas polpa marolo teores 20 65 6 32 31 96 mg kg indice bioacessibilidade 59 4 36 8 89 6 respectivamente pesquisa contribui informacoes ineditas acerca bioacessibilidade compostos_bioativos polpa marolo caracterizada baixa bioacessibilidade compostos_fenolicos flavonoides totais moderada putrescina espermidina elevada tiramina ensaio abts sobre efeito digestao potencial_antioxidante igual fases gastrica intestinal enquanto dpph teor antioxidantes fase intestinal maior fase gastrica sugere realizacao pesquisas futuras avaliar efeito diferentes processamentos polpa marolo bioacessibilidade compostos_bioativos potencial_antioxidante,4084
43,"xique, polpa, fruto, dpph, abts",amora morus nigra l planta facilmente cultivada jardins rica compostos_fenolicos flavonoides antocianinas quais apresentam atividades biologicas podem provocar alteracoes quimicas enzimaticas impactando saude humana buscou neste trabalho verificar composicao_nutricional perfil fitoquimico fruto determinar teor_compostos_fenolicos flavonoides quatro extratos brutos fracoes assim verificar atividades biologicas avaliar indicativo toxicidade in vitro destes extratos fracoes buscou ainda elaborar subproduto partir fruto fim determinar composicao_nutricional empregaram analises umidade cinzas ph acidez_titulavel lipideos proteinas fibras frutos maduros in_natura teor carboidratos valor energetico obtidos meio calculos matematicos verificar perfil fitoquimico realizou ensaio sistematico seguido isolamento identificacao substancias via cromatografia_liquida_alta_eficiencia via ressonancia magnetica nuclear quantificacao compostos_fenolicos flavonoides empregado metodo folin ciocalteu metodo cloreto aluminio respectivamente quanto atividades biologicas tres metodos avaliacao atividade_antioxidante utilizados sendo formacao complexo fosfomolibdenio reducao radical dpph formacao especies reativas acido tiobarbiturico adotou metodo impregnacao placas sangue carneiro avaliar atividade hemolitica determinacao concentracao inibitoria minima atividade_antimicrobiana avaliar toxicidade empregou teste in vitro frente artemia salina elaboracao subproduto proposta formulacao pastilha extrato incorporado observou fruto apresenta adequada qualidade nutricional devido baixa densidade energetica elevado teor fibras compostos_fenolicos analise extratos permitiu isolamento identificacao seguintes substancias alcool graxo 2 6 octacosa2 6 dien 1 ol compostos_fenolicos acido clorogenico rutina quercetina canferol quanto atividades biologicas extratos fracoes apresentaram atividade_antioxidante tres metodos empregados nenhum extrato apresentou atividade_antimicrobiana apenas fracao acetato etila apresentou atividade hemolitica fracao acetato etila unica apresentar indicativo toxicidade in vitro partir resultados pode concluir amoras alimentos nutricionalmente ricos potencial uso promocao_saude populacao,612
43,"xique, polpa, fruto, dpph, abts",buriti mauritia flexuosa l f especie grande importancia causa funcoes ecossistema multiplicidade uso potencial nutritivo desse modo trabalho objetivo caracterizar fisica quimicamente avaliar teor compostos_bioativos capacidade_antioxidante buriti proveniente regioes localizadas biomas cerrado amazonia determinados diametros massa rendimento fruto cor polpa composicao centesimal minerais perfil acidos_graxos fenolicos carotenoides_totais capacidade_antioxidante in vitro diferentes metodos influencia regiao procedencia frutos parametros fisicos composicao_quimica capacidade_antioxidante caracteristicas fisicas frutos provenientes cerrado superiores amazonia entanto teores proteinas lipidios carboidratos ferro maiores frutos regiao amazonica frutos ambas regioes podem ser considerados fontes fibra_alimentar buritis analisados elevada concentracao acidos_graxos monoinsaturados 73 03 79 43 g 100 g 1 predominancia oleico 72 21 78 57 g 100 g 1 polpa buriti proveniente bioma cerrado apresentou maiores teores compostos_fenolicos 435 08 mg age 100 g 1 elevada capacidade_antioxidante todos ensaios realizados outro lado frutos regiao amazonica elevada concentracao carotenoides_totais 52 86 mg 100 g 1 duas regioes perfil carotenoides confirmou predominancia 946 caroteno correlacao positiva significativa r 8804 0 95 p< 0 05 observada fenolicos totais capacidade_antioxidante diferentes metodos utilizados resultados mostram perspectivas promissoras exploracao frutos buriti fonte potencial oleo vegetal boa qualidade carotenoides antioxidantes naturais podem ser pesquisados futuras investigacoes,699
43,"xique, polpa, fruto, dpph, abts",mandacaru cereus jamacaru dc subsp jamacaru especie natural caatinga pertence familia cactaceaes frutos atraentes cor sabor diferentemente cacto comercializados escassa literatura_cientifica sobre composicao deste fruto neste contexto objetivou avaliar composicao fisico quimica bioquimica atividade_antioxidante in vitro perfil fitoquimico citotoxicidade fruto mandacaru tres localidades estado sergipe polpa casca fruto mandacaru apresentaram baixo conteudo vitamina_c atividade significativa enzimas responsaveis escurecimento quanto concentracao compostos_fenolicos aparentes atividade_antioxidante avaliada inibicao radical abts polpa fruto mandacaru regiao monte alegre apresentou valores elevados perfil quimico presentes acidos cumarico p cumarico frutos mandacaru apresentaram citotoxicidade opcao fruta nativa consumo exibindo quantidades relevantes compostos_fenolicos aparentes atividade_antioxidante necessitando estudos utilizem metodos inibicao escurecimento enzimatico visando prolongar tempo prateleira fruta comercializacao,3335
44,"mcf, ecv, tumorais, propolis, cancer_mama",atualmente cancer_mama representa neoplasia maligna comum mulheres produtos finais glicacao avancada ages ingles advanced glycation end products precursores formacao substancias glioxal metilglioxal 3 deoxiglicosona obtidas exogenamente meio alimentos ricos aminoacidos acucares submetidos elevadas temperaturas podem ser gerados endogenamente meio hiperglicemia persistente vias alta utilizacao glicose metabolismo celulas cancerosas precursores ages deleterios celulas saudaveis celulas cancerigenas razao celulas otimizam sistema enzimatico detoxificacao destes compostos conhecido sistema glioxalase requer glutationa reduzida gsh cofator acao primeira enzima sistema glioxalase 1 glo1 compostos_bioativos alimentos cbas resveratrol curcumina piperina sido associados efeitos quimioterapicos quimiopreventivos poderao influenciar via formacao detoxificacao ages celulas cancer objetivo deste trabalho estudar efeitos resveratrol curcumina piperina sobre sistema glioxalase acao destes compostos precursores ages celulas adenocarcinoma mamario humano mcf 7 tanto resveratrol quanto curcumina piperina reduziram viabilidade celulas mcf 7 meio ensaio mtt gerando valores ic50 respectivamente iguais 131 m 24 5 m 94 5 m 24 horas tratamento 83 9 m 11 4 m 38 3 m 48 horas tratamento dados confirmados ensaio azul tripan metilglioxal glioxal geraram ic50 24 horas tratamento igual 2 8 mm valor aumentado pode associar melhora capacidade detoxificacao destes compostos sistema glioxalase linhagem mcf 7 3 deoxiglicosona demonstrou citotoxica mcf 7 neste trabalho tratar mcf 7 valores ic50 cada cba observamos geraram prejuizo sobre potencial membrana mitocondrial alteracao pode indicar dano mitocondrial formacao especies reaitivas oxigenio eros pre incubar celulas antioxidantes gsh n acetilcisteina nac observamos ambos geram efeitos protecao mcf 7 efeito citotoxico cbas ainda observado tratamento cbas isolados diminui atividade glo1 queda dose dependente celulas pre tratadas gsh queda enzima protegida grupos tratados resveratrol curcumina piperina curcumina diminuiu expressao glo1 avaliacao liberacao lactato produto final via glioxalase observamos liberacao prejudicada grupos tratados cbas podemos associar dado efeito deleterio cbas mitocondria mcf 7 avaliacao citotoxicidade combinacao cbas mcf 7 observado tratamento curcumina resveratrol curcumina piperina resveratrol piperina gerou efeito sinergico citotoxicidade utilizacao meio concentrado glicose alterou efeito isolado cbas mcf 7 resultados obtidos cultura celulas indicam potencial pesquisa clinica subsidiar uso agentes adjuvantes durante terapia cancer_mama cbas,1384
44,"mcf, ecv, tumorais, propolis, cancer_mama",estimado 2020 incidencia cancer todo mundo torno 15 milhoes casos atualmente cancer_mama representa segunda neoplasia mortal mulheres resveratrol rv polifenol encontrado uvas vinho tinto conhecido ser quimiopreventivo quimioterapico contudo mecanismos acao ainda completamente elucidados caseina cinase 2 ck2 serina treonina proteina cinase encontrada todas celulas eucariotas desempenha papel critico proliferacao celular oncogenese candidata alvo molecular tratamento diversos tipos cancer presente estudo demonstramos rv celulas cancer_mama mcf 7 induziu producao especies_reativas_oxigenio eros inibem atividade ck2 concentracoes crescentes rv reduziram viabilidade celulas mcf 7 maneira tempo dose dependente apresentando ic50 238 m 151 m 24 48 horas respectivamente inibidor ck2 4 5 6 7 tetrabromo 2 azabenzimidazole tbb 24 horas reduziu viabilidade celulas mcf 7 maneira dose dependente apresentando ic50 106 m concentracao 200 m rv mcf 7 causou aumento producao eros 3h incubacao contudo 24h mesma concentracao aumentou aproximadamente 50 producao entretanto tbb inibiu geracao eros 3h tratamento aumentou producao mesma 24h pre incubacao antioxidantes n acetil cisteina nac glutationa reduzida gsh enzima polietilenoglicol catalase conseguiu proteger viabilidade celular mcf 7 efeito rv tbb corroborando resultados pre incubacao peg catalase favoreceu reducao aproximadamente 50 producao eros observada celulas mcf 7 tratadas rv 24h rv capaz causar diminuicao potencial membrana mitocondrial mcf 7 apos 3h 24h tratamento contudo realizar pre tratamento peg catalase constatou disfuncao mitocondrial dois tempos testados apos adicao rv substituir rv tbb ocorreu igualmente perda potencial membrana mitocondrial 3h 24h pre tratamento peg catalase alterou efeito tbb relacao ck2 rv tbb conseguiram inibir atividade enzima apos 24h tratamento entretanto utilizacao peg catalase manteve atividade ck2 proximo celula mcf 7 controle rv adicionado ocorreu presenca tbb interessantemente rv exibiu propriedades absorcao distribuicao metabolismo excrecao toxicidade admet favoraveis preencheu regra 5s lipinski mostrando ser bem absorvido permeavel biodisponivel composto oralmente viavel concluimos resultados mostraram efeito rv sobre producao eros celulas mcf 7 envolvimento inibicao atividade ck2 somando resultados in silico podemos inferir potencial desse polifenol possivel ferramenta tratamento cancer_mama,1383
44,"mcf, ecv, tumorais, propolis, cancer_mama",pesquisa novas substancias antineoplasicas partir produtos naturais mostra cada vez importantes combate cancer cancer_mama substancias bioativas sido testadas agentes anticancerigenos apresentando diversos alvos moleculares baixa toxicidade alem exibir efeitos sinergicos combinacao quimioterapicos oxiresveratrol orv curcumina cur fitoquimicos encontratos amora acafrao respectivamente apresentam diversos efeitos biologicos acao antiinflamatoria anticancer entanto possiveis mecanismos acao bem efeitos combinados quimioterapicos cancer_mama ainda completamente elucidados objetivo deste estudo investigar efeitos desses fitoquimicos isolados combinados quimioterapicos doxorrubicina dox melfalano mel modelos cancer_mama humano murino resultados demonstraram orv apresentou efeitos citotoxicos linhagens celulas cancer_mama murino 67nr 4t1 tanto orv cur apresentaram citotoxicidade celulas cancer_mama humano mcf 7 mda mb 231 exibindo seletividade celulas tumorais orv apresentou sinergismo quimioterapicos dox mel cur aumentou citotoxicidade mel apos combinacao duas substancias fitoquimicos isolados combinados apresentaram alteracoes unidades colonicas producao especies_reativas_oxigenio modificaram ciclo celular principalmente fases sub g0 g1 g0 g1 aumentaram numero celulas apoptose necrose apoptose tardia analises imunocitoquimica demonstraram orv cur combinadas quimioterapicos aumentaram niveis caspases 3 7 8 9 celulas tumorais mama humano alem disso utilizando modelo in vivo camundongos femeas balb c inoculadas celulas 67nr tratamento orv reduziu tamanho peso tumores mama alterou niveis proteinas relacionadas migracao celular mmp 1 caveolina 1 diminuiu niveis proteinas relacionadas proliferacao celular angiogenese imunidade antitumoral ki 67 brac 1 nf kb egfr vegf tgf 1 pd l1 resumo resultados demosntraram efeitos anticancer mama in vitro orv cur associacoes agentes quimioterapicos alem efeitos orv cancer_mama in vivo sugere fitoquimicos podem ser considerados promissores candidatos futuros ensaios pre clinicos clinicos,5008
44,"mcf, ecv, tumorais, propolis, cancer_mama",segunda principal causa morte todo mundo cancer representa importante problema saude_publica cancer primario figado frequentemente carcinoma hepatocelular chc costuma ter diagnostico tardio resultando opcoes terapeuticas limitadas doxorrubicina dox cisplatina cis agentes quimioterapicos empregados varios tipos tumores incluindo chc porem mecanismos acao associados desenvolvimento diversos efeitos colaterais danos cardiacos renais hepaticos ultimos anos avancos estrategias tratamento cancer abrangem utilizacao agentes quimiopreventivos alimentares extrato cha_verde ecv derivado bebidas consumidas mundo associado menor risco desenvolvimento cancer efeito benefico ampliado combinacao componentes bioativos matriz alimentar estudos anteriores descreveram propriedades antitumorais ecv capacidade protecao contra efeitos adversos quimioterapicos estudo objetivo contribuir compreensao papel ecv associacao agentes quimioterapicos dox cis tratamento chc utilizando linhagens celulares hep3b hepg2 celulas chc celulas tumorais hek293 tratadas ecv diferentes concentracoes 31 2 g ml 4000 g ml 24 48 dox 3 7 g ml 240 g ml cis 0 9 g ml 60 g ml 24 horas partir dessas analises calculamos indice seletividade 3 tratamentos seguida avaliamos co tratamento ecv associada dox cis 24 horas analisamos incubacao previa ecv 24 horas seguida tratamento dox resultados indicam ecv exerce efeito citotoxico dependente dose tempo celulas chc entanto ecv exibe acao citotoxica comparavel celulas tumorais hek293 evidenciando baixa seletividade celulas tumorais associacao ecv cis promoveu efeito aparentemente antagonico combinacao dox ecv potencializou citotoxicidade outro lado pre tratamento ecv seguido dox demonstrou resultados positivos relacao ecv sozinho sugerindo potencial pre incubacao quimioterapico entretanto necessarias investigacoes adicionais compreender forma abrangente efeitos observados incluindo outras linhagens celulares tumorais,4428
